,date,precipitation,temp_max,temp_min,wind,weather,year,month,day,weather_encoded
693,2013-11-24,0.0,11.7,0.6,0.9,fog,2013,November,Sunday,1
694,2013-11-25,0.0,12.2,2.2,0.5,sun,2013,November,Monday,4
695,2013-11-26,0.0,12.2,2.8,1.0,sun,2013,November,Tuesday,4
696,2013-11-27,0.0,14.4,5.6,1.3,sun,2013,November,Wednesday,4
697,2013-11-28,0.0,11.7,3.3,0.7,sun,2013,November,Thursday,4
698,2013-11-29,0.5,9.4,5.0,2.1,rain,2013,November,Friday,2
699,2013-11-30,2.3,11.1,7.2,3.9,rain,2013,November,Saturday,2
700,2013-12-01,3.0,13.3,7.8,8.8,rain,2013,December,Sunday,2
701,2013-12-02,4.6,7.8,1.7,3.5,rain,2013,December,Monday,2
702,2013-12-03,0.0,5.0,-0.5,5.6,sun,2013,December,Tuesday,4
703,2013-12-04,0.0,4.4,-2.1,1.6,sun,2013,December,Wednesday,4
704,2013-12-05,0.0,1.1,-4.9,2.6,sun,2013,December,Thursday,4
705,2013-12-06,0.0,1.1,-4.3,4.7,sun,2013,December,Friday,4
706,2013-12-07,0.0,0.0,-7.1,3.1,sun,2013,December,Saturday,4
707,2013-12-08,0.0,2.2,-6.6,2.2,sun,2013,December,Sunday,4
708,2013-12-09,0.0,1.1,-4.9,1.3,sun,2013,December,Monday,4
709,2013-12-10,0.0,5.6,0.6,1.5,sun,2013,December,Tuesday,4
710,2013-12-11,0.0,5.0,-1.6,0.8,sun,2013,December,Wednesday,4
711,2013-12-12,6.9,5.6,-0.5,2.3,rain,2013,December,Thursday,2
712,2013-12-13,0.5,9.4,5.6,2.9,rain,2013,December,Friday,2
713,2013-12-14,0.0,9.4,6.1,3.7,sun,2013,December,Saturday,4
714,2013-12-15,1.3,11.7,8.3,3.9,rain,2013,December,Sunday,2
715,2013-12-16,0.3,10.0,4.4,1.0,rain,2013,December,Monday,2
716,2013-12-17,0.0,8.3,4.4,2.7,sun,2013,December,Tuesday,4
717,2013-12-18,1.3,7.8,2.2,2.8,rain,2013,December,Wednesday,2
718,2013-12-19,0.0,5.0,0.0,2.1,sun,2013,December,Thursday,4
719,2013-12-20,5.6,8.3,0.6,3.7,snow,2013,December,Friday,3
720,2013-12-21,5.6,8.9,5.6,2.3,rain,2013,December,Saturday,2
721,2013-12-22,10.7,10.6,8.3,4.0,rain,2013,December,Sunday,2
722,2013-12-23,1.5,11.7,6.1,5.9,rain,2013,December,Monday,2
723,2013-12-24,0.0,8.3,2.8,1.7,sun,2013,December,Tuesday,4
724,2013-12-25,0.0,6.7,1.7,0.8,sun,2013,December,Wednesday,4
725,2013-12-26,0.0,6.7,0.6,0.5,sun,2013,December,Thursday,4
726,2013-12-27,0.3,8.9,0.0,2.1,rain,2013,December,Friday,2
727,2013-12-28,0.0,9.4,3.3,1.3,sun,2013,December,Saturday,4
728,2013-12-29,0.0,7.2,1.7,1.1,sun,2013,December,Sunday,4
729,2013-12-30,0.3,8.9,4.4,2.6,rain,2013,December,Monday,2
730,2013-12-31,0.5,8.3,5.0,1.7,rain,2013,December,Tuesday,2
731,2014-01-01,0.0,7.2,3.3,1.2,sun,2014,January,Wednesday,4
732,2014-01-02,4.1,10.6,6.1,3.2,rain,2014,January,Thursday,2
733,2014-01-03,1.5,8.9,2.8,2.6,rain,2014,January,Friday,2
734,2014-01-04,0.0,7.8,0.6,2.7,fog,2014,January,Saturday,1
735,2014-01-05,0.0,8.3,-0.5,3.7,sun,2014,January,Sunday,4
736,2014-01-06,0.3,7.8,-0.5,2.6,rain,2014,January,Monday,2
737,2014-01-07,12.2,8.3,5.0,1.6,rain,2014,January,Tuesday,2
738,2014-01-08,9.7,10.0,7.2,4.6,rain,2014,January,Wednesday,2
739,2014-01-09,5.8,9.4,5.6,6.3,rain,2014,January,Thursday,2
740,2014-01-10,4.3,12.8,8.3,7.0,rain,2014,January,Friday,2
741,2014-01-11,21.3,14.4,7.2,8.8,rain,2014,January,Saturday,2
742,2014-01-12,1.5,11.1,5.6,8.1,rain,2014,January,Sunday,2
743,2014-01-13,0.0,10.6,10.0,7.1,sun,2014,January,Monday,4
744,2014-01-14,0.0,11.1,7.2,1.3,sun,2014,January,Tuesday,4
745,2014-01-15,0.0,11.1,5.6,2.5,sun,2014,January,Wednesday,4
746,2014-01-16,0.0,6.7,4.4,2.7,sun,2014,January,Thursday,4
747,2014-01-17,0.0,5.6,2.8,2.3,sun,2014,January,Friday,4
748,2014-01-18,0.0,9.4,0.6,2.2,sun,2014,January,Saturday,4
749,2014-01-19,0.0,6.1,3.3,2.5,sun,2014,January,Sunday,4
750,2014-01-20,0.0,10.0,2.8,2.2,sun,2014,January,Monday,4
751,2014-01-21,0.0,10.0,1.7,1.5,sun,2014,January,Tuesday,4
752,2014-01-22,0.5,9.4,5.6,2.6,rain,2014,January,Wednesday,2
753,2014-01-23,0.0,10.0,2.8,5.2,fog,2014,January,Thursday,1
754,2014-01-24,0.0,12.8,1.1,1.9,sun,2014,January,Friday,4
755,2014-01-25,0.0,12.2,1.1,0.8,sun,2014,January,Saturday,4
756,2014-01-26,0.0,8.3,0.6,1.3,sun,2014,January,Sunday,4
757,2014-01-27,0.0,9.4,1.7,1.3,sun,2014,January,Monday,4
758,2014-01-28,8.9,11.1,6.1,1.6,rain,2014,January,Tuesday,2
759,2014-01-29,21.6,11.1,7.2,3.4,rain,2014,January,Wednesday,2
760,2014-01-30,0.0,8.3,6.1,6.4,sun,2014,January,Thursday,4
761,2014-01-31,2.3,7.8,5.6,2.6,rain,2014,January,Friday,2
762,2014-02-01,2.0,7.8,2.8,0.8,rain,2014,February,Saturday,2
763,2014-02-02,0.0,8.9,1.1,2.5,sun,2014,February,Sunday,4
764,2014-02-03,0.0,5.0,0.0,4.3,sun,2014,February,Monday,4
765,2014-02-04,0.0,2.8,-2.1,4.7,sun,2014,February,Tuesday,4
766,2014-02-05,0.0,-0.5,-5.5,6.6,sun,2014,February,Wednesday,4
767,2014-02-06,0.0,-1.6,-6.0,4.5,sun,2014,February,Thursday,4
768,2014-02-07,0.0,3.3,-4.9,4.2,sun,2014,February,Friday,4
769,2014-02-08,5.1,5.6,-0.5,4.6,snow,2014,February,Saturday,3
770,2014-02-09,0.5,3.9,0.0,2.4,rain,2014,February,Sunday,2
771,2014-02-10,18.3,10.0,2.2,4.7,rain,2014,February,Monday,2
772,2014-02-11,17.0,12.2,5.6,3.8,rain,2014,February,Tuesday,2
773,2014-02-12,4.6,12.2,7.2,6.4,rain,2014,February,Wednesday,2
774,2014-02-13,1.8,12.8,7.8,6.3,rain,2014,February,Thursday,2
775,2014-02-14,9.4,11.7,6.1,6.4,rain,2014,February,Friday,2
776,2014-02-15,11.7,11.1,5.0,5.1,rain,2014,February,Saturday,2
777,2014-02-16,26.4,9.4,3.9,7.9,rain,2014,February,Sunday,2
778,2014-02-17,14.5,8.3,4.4,5.5,rain,2014,February,Monday,2
779,2014-02-18,15.2,8.9,5.0,6.2,rain,2014,February,Tuesday,2
780,2014-02-19,1.0,8.3,3.9,6.0,rain,2014,February,Wednesday,2
781,2014-02-20,3.0,10.0,5.6,6.9,rain,2014,February,Thursday,2
782,2014-02-21,2.8,6.7,3.9,2.9,rain,2014,February,Friday,2
783,2014-02-22,2.5,5.6,2.8,3.1,rain,2014,February,Saturday,2
784,2014-02-23,6.1,7.2,3.9,2.6,rain,2014,February,Sunday,2
785,2014-02-24,13.0,6.7,3.3,3.2,rain,2014,February,Monday,2
786,2014-02-25,0.3,12.2,3.9,4.5,rain,2014,February,Tuesday,2
787,2014-02-26,0.0,13.9,5.6,2.5,sun,2014,February,Wednesday,4
788,2014-02-27,0.0,12.8,4.4,2.3,sun,2014,February,Thursday,4
789,2014-02-28,0.0,14.4,4.4,5.9,sun,2014,February,Friday,4
790,2014-03-01,0.5,7.2,4.4,4.7,rain,2014,March,Saturday,2
791,2014-03-02,19.1,11.1,2.8,5.7,rain,2014,March,Sunday,2
792,2014-03-03,10.7,14.4,8.9,5.1,rain,2014,March,Monday,2
793,2014-03-04,16.5,13.9,7.8,3.9,rain,2014,March,Tuesday,2
794,2014-03-05,46.7,15.6,10.6,3.9,rain,2014,March,Wednesday,2
795,2014-03-06,3.0,13.3,10.0,6.2,rain,2014,March,Thursday,2
796,2014-03-07,0.0,15.6,8.9,4.2,sun,2014,March,Friday,4
797,2014-03-08,32.3,12.8,6.7,2.7,rain,2014,March,Saturday,2
798,2014-03-09,4.3,15.0,9.4,4.3,rain,2014,March,Sunday,2
799,2014-03-10,18.8,12.2,6.1,2.2,rain,2014,March,Monday,2
800,2014-03-11,0.0,14.4,4.4,2.3,fog,2014,March,Tuesday,1
801,2014-03-12,0.0,16.1,3.3,1.9,fog,2014,March,Wednesday,1
802,2014-03-13,0.5,13.9,5.0,2.5,rain,2014,March,Thursday,2
803,2014-03-14,6.9,14.4,8.3,6.1,rain,2014,March,Friday,2
804,2014-03-15,8.1,16.7,4.4,3.0,rain,2014,March,Saturday,2
805,2014-03-16,27.7,10.6,4.4,3.8,rain,2014,March,Sunday,2
806,2014-03-17,0.3,10.0,2.8,3.2,rain,2014,March,Monday,2
807,2014-03-18,0.0,10.0,3.3,1.6,sun,2014,March,Tuesday,4
808,2014-03-19,0.5,11.1,3.3,5.1,rain,2014,March,Wednesday,2
809,2014-03-20,0.0,11.1,1.7,3.0,sun,2014,March,Thursday,4
810,2014-03-21,0.0,10.6,2.8,3.8,sun,2014,March,Friday,4
811,2014-03-22,0.0,11.1,1.1,1.8,sun,2014,March,Saturday,4
812,2014-03-23,0.0,12.8,4.4,3.3,sun,2014,March,Sunday,4
813,2014-03-24,0.0,18.9,2.8,2.2,sun,2014,March,Monday,4
814,2014-03-25,4.1,13.9,6.7,4.4,rain,2014,March,Tuesday,2
815,2014-03-26,3.6,11.1,5.6,2.4,rain,2014,March,Wednesday,2
816,2014-03-27,0.3,12.2,6.7,2.8,rain,2014,March,Thursday,2
817,2014-03-28,22.1,11.7,7.2,3.9,rain,2014,March,Friday,2
818,2014-03-29,14.0,11.7,7.2,5.1,rain,2014,March,Saturday,2
819,2014-03-30,0.0,11.1,5.0,5.1,sun,2014,March,Sunday,4
820,2014-03-31,0.0,15.6,2.2,3.8,sun,2014,March,Monday,4
821,2014-04-01,0.0,14.4,6.7,2.8,sun,2014,April,Tuesday,4
822,2014-04-02,0.0,14.4,5.6,4.2,sun,2014,April,Wednesday,4
823,2014-04-03,2.5,13.3,6.1,3.9,rain,2014,April,Thursday,2
824,2014-04-04,0.0,12.8,6.1,4.7,sun,2014,April,Friday,4
825,2014-04-05,4.6,11.7,7.8,4.3,rain,2014,April,Saturday,2
826,2014-04-06,0.0,13.9,8.3,2.6,sun,2014,April,Sunday,4
827,2014-04-07,0.0,21.1,9.4,2.5,sun,2014,April,Monday,4
828,2014-04-08,4.6,15.6,8.3,4.2,rain,2014,April,Tuesday,2
829,2014-04-09,0.0,14.4,6.7,2.9,sun,2014,April,Wednesday,4
830,2014-04-10,0.0,15.0,6.7,3.6,sun,2014,April,Thursday,4
831,2014-04-11,0.0,17.2,5.0,2.8,sun,2014,April,Friday,4
832,2014-04-12,0.0,16.1,7.8,4.4,sun,2014,April,Saturday,4
833,2014-04-13,0.0,20.6,5.6,3.1,sun,2014,April,Sunday,4
834,2014-04-14,0.0,20.0,5.6,2.6,sun,2014,April,Monday,4
835,2014-04-15,0.5,14.4,7.8,4.0,rain,2014,April,Tuesday,2
836,2014-04-16,10.9,11.1,8.9,4.6,rain,2014,April,Wednesday,2
837,2014-04-17,18.5,11.7,7.2,4.7,rain,2014,April,Thursday,2
838,2014-04-18,0.0,14.4,5.6,3.8,sun,2014,April,Friday,4
839,2014-04-19,13.7,11.7,5.6,4.7,rain,2014,April,Saturday,2
840,2014-04-20,0.0,15.6,5.6,2.7,sun,2014,April,Sunday,4
841,2014-04-21,5.1,17.2,7.8,2.5,rain,2014,April,Monday,2
842,2014-04-22,14.2,12.2,5.0,4.2,rain,2014,April,Tuesday,2
843,2014-04-23,8.9,11.7,6.1,5.0,rain,2014,April,Wednesday,2
844,2014-04-24,12.4,13.9,6.1,5.3,rain,2014,April,Thursday,2
845,2014-04-25,0.0,14.4,5.6,2.3,sun,2014,April,Friday,4
846,2014-04-26,3.3,15.0,5.6,3.9,rain,2014,April,Saturday,2
847,2014-04-27,6.9,11.1,6.1,5.8,rain,2014,April,Sunday,2
848,2014-04-28,0.0,16.1,4.4,2.6,sun,2014,April,Monday,4
849,2014-04-29,0.0,25.0,9.4,2.3,sun,2014,April,Tuesday,4
850,2014-04-30,0.0,27.8,9.4,3.9,sun,2014,April,Wednesday,4
851,2014-05-01,0.0,29.4,11.1,3.0,sun,2014,May,Thursday,4
852,2014-05-02,0.0,18.3,10.6,4.7,sun,2014,May,Friday,4
853,2014-05-03,33.3,15.0,8.9,3.4,rain,2014,May,Saturday,2
854,2014-05-04,16.0,14.4,8.9,4.2,rain,2014,May,Sunday,2
855,2014-05-05,5.1,15.6,9.4,3.8,rain,2014,May,Monday,2
856,2014-05-06,0.0,16.7,8.3,2.6,sun,2014,May,Tuesday,4
857,2014-05-07,0.0,18.3,7.2,1.7,sun,2014,May,Wednesday,4
858,2014-05-08,13.7,13.9,9.4,3.4,rain,2014,May,Thursday,2
859,2014-05-09,2.0,13.3,7.2,5.6,rain,2014,May,Friday,2
860,2014-05-10,0.5,15.6,7.2,2.1,rain,2014,May,Saturday,2
861,2014-05-11,0.0,18.9,8.3,1.7,sun,2014,May,Sunday,4
862,2014-05-12,0.0,24.4,9.4,2.7,sun,2014,May,Monday,4
863,2014-05-13,0.0,26.7,12.8,3.8,sun,2014,May,Tuesday,4
864,2014-05-14,0.0,27.8,13.3,3.3,sun,2014,May,Wednesday,4
865,2014-05-15,0.0,26.7,12.8,3.0,sun,2014,May,Thursday,4
866,2014-05-16,0.0,20.0,11.7,4.1,sun,2014,May,Friday,4
867,2014-05-17,0.0,20.0,11.7,3.2,sun,2014,May,Saturday,4
868,2014-05-18,0.0,20.0,10.6,3.2,sun,2014,May,Sunday,4
869,2014-05-19,0.0,21.1,10.0,2.2,sun,2014,May,Monday,4
870,2014-05-20,0.0,22.2,10.0,2.7,sun,2014,May,Tuesday,4
871,2014-05-21,0.0,20.0,10.6,1.7,sun,2014,May,Wednesday,4
872,2014-05-22,0.0,24.4,11.7,2.5,sun,2014,May,Thursday,4
873,2014-05-23,3.8,20.0,12.8,4.0,rain,2014,May,Friday,2
874,2014-05-24,0.0,18.3,11.1,2.4,sun,2014,May,Saturday,4
875,2014-05-25,5.6,15.0,10.6,1.4,rain,2014,May,Sunday,2
876,2014-05-26,0.0,18.3,11.1,4.5,sun,2014,May,Monday,4
877,2014-05-27,0.0,20.0,10.0,2.5,sun,2014,May,Tuesday,4
878,2014-05-28,0.0,18.9,10.0,3.4,sun,2014,May,Wednesday,4
879,2014-05-29,0.0,18.9,11.1,4.3,sun,2014,May,Thursday,4
880,2014-05-30,0.0,20.6,8.9,4.5,sun,2014,May,Friday,4
881,2014-05-31,0.0,23.3,10.0,2.2,sun,2014,May,Saturday,4
882,2014-06-01,0.0,22.2,10.6,2.3,sun,2014,June,Sunday,4
883,2014-06-02,0.0,23.3,11.1,2.4,sun,2014,June,Monday,4
884,2014-06-03,0.0,18.3,11.1,3.2,sun,2014,June,Tuesday,4
885,2014-06-04,0.0,19.4,10.0,2.6,sun,2014,June,Wednesday,4
886,2014-06-05,0.0,22.2,10.0,2.4,sun,2014,June,Thursday,4
887,2014-06-06,0.0,25.0,10.6,3.2,sun,2014,June,Friday,4
888,2014-06-07,0.0,24.4,13.3,3.1,sun,2014,June,Saturday,4
889,2014-06-08,0.0,23.3,12.2,2.1,sun,2014,June,Sunday,4
890,2014-06-09,0.0,21.1,13.3,3.6,sun,2014,June,Monday,4
891,2014-06-10,0.0,20.0,12.2,2.9,sun,2014,June,Tuesday,4
892,2014-06-11,0.0,23.9,11.1,2.7,sun,2014,June,Wednesday,4
893,2014-06-12,1.8,21.7,12.2,4.0,rain,2014,June,Thursday,2
894,2014-06-13,6.4,15.6,11.1,5.0,rain,2014,June,Friday,2
895,2014-06-14,0.0,17.8,11.7,3.2,sun,2014,June,Saturday,4
896,2014-06-15,0.5,18.3,10.0,3.6,rain,2014,June,Sunday,2
897,2014-06-16,3.6,17.8,8.9,2.4,rain,2014,June,Monday,2
898,2014-06-17,1.3,17.8,10.0,3.0,rain,2014,June,Tuesday,2
899,2014-06-18,0.0,18.9,11.1,2.7,sun,2014,June,Wednesday,4
900,2014-06-19,0.8,25.6,11.7,3.7,rain,2014,June,Thursday,2
901,2014-06-20,0.3,20.0,10.0,3.4,rain,2014,June,Friday,2
902,2014-06-21,0.0,22.2,10.6,3.6,sun,2014,June,Saturday,4
903,2014-06-22,0.0,25.0,11.1,2.7,sun,2014,June,Sunday,4
904,2014-06-23,0.0,25.0,13.3,2.5,sun,2014,June,Monday,4
905,2014-06-24,0.0,24.4,14.4,2.5,sun,2014,June,Tuesday,4
906,2014-06-25,0.0,26.1,13.9,2.4,sun,2014,June,Wednesday,4
907,2014-06-26,0.0,21.1,14.4,4.1,sun,2014,June,Thursday,4
908,2014-06-27,1.8,21.1,13.9,4.5,rain,2014,June,Friday,2
909,2014-06-28,2.3,20.0,13.3,4.3,rain,2014,June,Saturday,2
910,2014-06-29,0.0,20.6,12.8,3.2,sun,2014,June,Sunday,4
911,2014-06-30,0.0,25.6,12.8,4.4,sun,2014,June,Monday,4
912,2014-07-01,0.0,34.4,15.6,3.5,sun,2014,July,Tuesday,4
913,2014-07-02,0.0,27.2,14.4,3.6,sun,2014,July,Wednesday,4
914,2014-07-03,0.0,21.7,13.9,3.1,sun,2014,July,Thursday,4
915,2014-07-04,0.0,23.9,13.9,3.6,sun,2014,July,Friday,4
916,2014-07-05,0.0,24.4,13.3,2.2,fog,2014,July,Saturday,1
917,2014-07-06,0.0,28.9,15.0,3.0,sun,2014,July,Sunday,4
918,2014-07-07,0.0,27.2,17.8,4.1,fog,2014,July,Monday,1
919,2014-07-08,0.0,30.0,15.6,3.5,sun,2014,July,Tuesday,4
920,2014-07-09,0.0,26.7,13.9,2.3,sun,2014,July,Wednesday,4
921,2014-07-10,0.0,28.9,12.8,2.2,fog,2014,July,Thursday,1
922,2014-07-11,0.0,31.1,15.0,2.2,sun,2014,July,Friday,4
923,2014-07-12,0.0,32.2,16.7,2.2,sun,2014,July,Saturday,4
924,2014-07-13,0.0,29.4,15.0,2.6,sun,2014,July,Sunday,4
925,2014-07-14,0.0,27.8,15.0,2.8,sun,2014,July,Monday,4
926,2014-07-15,0.0,31.1,13.9,2.3,sun,2014,July,Tuesday,4
927,2014-07-16,0.0,31.1,14.4,2.4,sun,2014,July,Wednesday,4
928,2014-07-17,0.0,26.7,13.9,3.7,sun,2014,July,Thursday,4
929,2014-07-18,0.0,23.9,11.7,2.8,sun,2014,July,Friday,4
930,2014-07-19,0.0,25.6,15.0,5.4,fog,2014,July,Saturday,1
931,2014-07-20,0.0,19.4,14.4,2.8,sun,2014,July,Sunday,4
932,2014-07-21,0.0,23.9,13.3,2.2,sun,2014,July,Monday,4
933,2014-07-22,0.3,21.1,13.3,1.1,rain,2014,July,Tuesday,2
934,2014-07-23,19.3,18.9,13.3,3.3,rain,2014,July,Wednesday,2
935,2014-07-24,0.0,20.6,12.8,4.7,sun,2014,July,Thursday,4
936,2014-07-25,0.0,22.8,12.2,2.7,sun,2014,July,Friday,4
937,2014-07-26,0.0,26.1,13.3,3.6,sun,2014,July,Saturday,4
938,2014-07-27,0.0,28.3,15.0,4.1,sun,2014,July,Sunday,4
939,2014-07-28,0.0,30.6,15.0,3.7,sun,2014,July,Monday,4
940,2014-07-29,0.0,30.0,15.6,2.8,sun,2014,July,Tuesday,4
941,2014-07-30,0.0,29.4,14.4,3.4,sun,2014,July,Wednesday,4
942,2014-07-31,0.0,30.6,17.8,4.1,sun,2014,July,Thursday,4
943,2014-08-01,0.0,28.9,15.0,3.3,sun,2014,August,Friday,4
944,2014-08-02,0.5,29.4,15.6,1.7,rain,2014,August,Saturday,2
945,2014-08-03,0.0,31.7,14.4,2.6,sun,2014,August,Sunday,4
946,2014-08-04,0.0,32.8,16.1,2.6,sun,2014,August,Monday,4
947,2014-08-05,0.0,25.0,13.9,2.7,sun,2014,August,Tuesday,4
948,2014-08-06,0.0,26.1,15.0,2.2,fog,2014,August,Wednesday,1
949,2014-08-07,0.0,25.6,13.3,2.4,fog,2014,August,Thursday,1
950,2014-08-08,0.0,25.6,13.3,2.9,sun,2014,August,Friday,4
951,2014-08-09,0.0,27.2,15.6,4.1,sun,2014,August,Saturday,4
952,2014-08-10,0.0,30.6,13.9,3.4,sun,2014,August,Sunday,4
953,2014-08-11,0.5,35.6,17.8,2.6,rain,2014,August,Monday,2
954,2014-08-12,12.7,27.2,17.2,3.1,rain,2014,August,Tuesday,2
955,2014-08-13,21.6,23.3,15.0,2.7,rain,2014,August,Wednesday,2
956,2014-08-14,0.0,21.1,17.2,0.6,sun,2014,August,Thursday,4
957,2014-08-15,1.0,24.4,16.7,1.5,rain,2014,August,Friday,2
958,2014-08-16,0.0,25.6,15.6,2.2,sun,2014,August,Saturday,4
959,2014-08-17,0.0,27.8,15.0,2.8,sun,2014,August,Sunday,4
960,2014-08-18,0.0,29.4,15.6,3.3,sun,2014,August,Monday,4
961,2014-08-19,0.0,27.2,15.6,2.4,sun,2014,August,Tuesday,4
962,2014-08-20,0.0,21.7,13.9,3.6,sun,2014,August,Wednesday,4
963,2014-08-21,0.0,21.1,11.1,1.7,sun,2014,August,Thursday,4
964,2014-08-22,0.0,23.9,13.3,2.9,sun,2014,August,Friday,4
965,2014-08-23,0.0,27.8,13.9,2.0,sun,2014,August,Saturday,4
966,2014-08-24,0.0,25.0,13.3,2.3,sun,2014,August,Sunday,4
967,2014-08-25,0.0,28.9,14.4,2.0,sun,2014,August,Monday,4
968,2014-08-26,0.0,31.1,15.6,1.8,sun,2014,August,Tuesday,4
969,2014-08-27,0.0,28.9,16.1,1.6,sun,2014,August,Wednesday,4
970,2014-08-28,0.0,23.3,14.4,2.3,sun,2014,August,Thursday,4
971,2014-08-29,0.0,22.8,15.0,3.4,sun,2014,August,Friday,4
972,2014-08-30,8.4,17.8,15.0,2.2,rain,2014,August,Saturday,2
973,2014-08-31,1.3,21.1,13.9,1.9,rain,2014,August,Sunday,2
974,2014-09-01,0.0,23.3,12.8,2.5,sun,2014,September,Monday,4
975,2014-09-02,3.0,20.0,13.9,4.3,rain,2014,September,Tuesday,2
976,2014-09-03,0.0,20.6,12.8,2.7,sun,2014,September,Wednesday,4
977,2014-09-04,0.0,23.9,11.1,3.1,fog,2014,September,Thursday,1
978,2014-09-05,0.0,27.8,13.9,6.5,fog,2014,September,Friday,1
979,2014-09-06,0.0,32.2,15.0,2.9,sun,2014,September,Saturday,4
980,2014-09-07,0.0,28.3,13.3,2.1,sun,2014,September,Sunday,4
981,2014-09-08,0.0,21.1,13.3,2.8,sun,2014,September,Monday,4
982,2014-09-09,0.0,21.7,13.3,2.3,sun,2014,September,Tuesday,4
983,2014-09-10,0.0,22.2,12.2,3.9,sun,2014,September,Wednesday,4
984,2014-09-11,0.0,24.4,12.8,5.3,sun,2014,September,Thursday,4
985,2014-09-12,0.0,24.4,12.8,5.9,sun,2014,September,Friday,4
986,2014-09-13,0.0,28.3,10.0,4.2,sun,2014,September,Saturday,4
987,2014-09-14,0.0,30.0,11.7,1.8,sun,2014,September,Sunday,4
988,2014-09-15,0.0,30.6,12.2,1.2,sun,2014,September,Monday,4
989,2014-09-16,0.0,22.2,13.9,2.8,sun,2014,September,Tuesday,4
990,2014-09-17,0.5,22.8,14.4,2.3,rain,2014,September,Wednesday,2
991,2014-09-18,0.3,19.4,15.0,3.1,rain,2014,September,Thursday,2
992,2014-09-19,0.0,23.9,16.1,2.8,sun,2014,September,Friday,4
993,2014-09-20,0.0,24.4,14.4,4.4,fog,2014,September,Saturday,1
994,2014-09-21,0.0,26.1,12.8,3.0,sun,2014,September,Sunday,4
995,2014-09-22,0.3,22.2,15.0,2.1,rain,2014,September,Monday,2
996,2014-09-23,18.3,18.9,14.4,2.5,rain,2014,September,Tuesday,2
997,2014-09-24,20.3,18.9,14.4,2.7,rain,2014,September,Wednesday,2
998,2014-09-25,4.3,21.7,14.4,2.5,rain,2014,September,Thursday,2
999,2014-09-26,8.9,20.0,13.9,3.3,rain,2014,September,Friday,2
1000,2014-09-27,0.0,20.6,11.7,3.2,fog,2014,September,Saturday,1
1001,2014-09-28,0.0,18.9,12.2,2.0,fog,2014,September,Sunday,1
1002,2014-09-29,0.8,16.7,11.1,3.5,rain,2014,September,Monday,2
1003,2014-09-30,0.0,19.4,12.2,2.6,sun,2014,September,Tuesday,4
1004,2014-10-01,0.0,18.3,11.1,2.1,sun,2014,October,Wednesday,4
1005,2014-10-02,0.0,19.4,10.0,2.0,sun,2014,October,Thursday,4
1006,2014-10-03,0.0,22.2,8.9,1.0,sun,2014,October,Friday,4
1007,2014-10-04,0.0,21.7,12.2,1.2,sun,2014,October,Saturday,4
1008,2014-10-05,0.0,23.9,11.7,1.4,fog,2014,October,Sunday,1
1009,2014-10-06,0.0,25.6,13.3,2.5,fog,2014,October,Monday,1
1010,2014-10-07,0.0,18.9,13.9,1.0,fog,2014,October,Tuesday,1
1011,2014-10-08,0.0,20.6,12.8,1.8,fog,2014,October,Wednesday,1
1012,2014-10-09,0.0,17.2,11.1,1.0,fog,2014,October,Thursday,1
1013,2014-10-10,0.3,18.3,10.0,3.8,rain,2014,October,Friday,2
1014,2014-10-11,7.4,18.3,11.7,3.5,rain,2014,October,Saturday,2
1015,2014-10-12,0.0,17.8,11.7,2.1,sun,2014,October,Sunday,4
1016,2014-10-13,7.6,21.1,10.0,3.1,rain,2014,October,Monday,2
1017,2014-10-14,7.1,16.7,11.7,2.2,rain,2014,October,Tuesday,2
1018,2014-10-15,8.6,16.1,11.7,4.7,rain,2014,October,Wednesday,2
1019,2014-10-16,0.0,20.6,11.1,3.3,sun,2014,October,Thursday,4
1020,2014-10-17,3.3,16.7,11.7,3.0,rain,2014,October,Friday,2
1021,2014-10-18,15.0,19.4,13.9,1.9,rain,2014,October,Saturday,2
1022,2014-10-19,0.0,22.2,12.8,3.2,sun,2014,October,Sunday,4
1023,2014-10-20,11.7,16.1,12.2,3.1,rain,2014,October,Monday,2
1024,2014-10-21,1.0,16.1,11.7,4.7,rain,2014,October,Tuesday,2
1025,2014-10-22,32.0,15.6,11.7,5.0,rain,2014,October,Wednesday,2
1026,2014-10-23,9.4,14.4,8.3,4.6,rain,2014,October,Thursday,2
1027,2014-10-24,4.1,14.4,8.9,3.2,rain,2014,October,Friday,2
1028,2014-10-25,6.1,16.7,8.3,5.4,rain,2014,October,Saturday,2
1029,2014-10-26,1.5,12.8,7.8,5.0,rain,2014,October,Sunday,2
1030,2014-10-27,0.8,15.6,6.7,2.4,rain,2014,October,Monday,2
1031,2014-10-28,12.7,15.0,9.4,3.9,rain,2014,October,Tuesday,2
1032,2014-10-29,0.5,16.7,11.7,3.1,rain,2014,October,Wednesday,2
1033,2014-10-30,25.4,15.6,11.1,3.2,rain,2014,October,Thursday,2
1034,2014-10-31,17.0,12.8,8.3,2.0,rain,2014,October,Friday,2
1035,2014-11-01,0.0,11.1,7.2,1.2,fog,2014,November,Saturday,1
1036,2014-11-02,1.8,13.3,7.2,2.9,rain,2014,November,Sunday,2
1037,2014-11-03,10.9,13.9,11.1,4.8,rain,2014,November,Monday,2
1038,2014-11-04,4.1,14.4,10.6,3.3,rain,2014,November,Tuesday,2
1039,2014-11-05,4.8,15.0,10.6,2.1,rain,2014,November,Wednesday,2
